user_id,date_only,distance_km
0,2008-10-23,9.883460091009571
0,2008-10-24,0.8303619932613957
0,2008-10-26,17.030891520455818
0,2008-10-27,1.0550349903020235
0,2008-10-28,6.581622977607053
0,2008-10-29,2.133734481293897
0,2008-11-03,2.83655052864088
0,2008-11-04,5.698168338137437
0,2008-11-10,3.3791425307042537
0,2008-11-11,9.246791861468283
0,2008-11-12,7.001104814016421
0,2008-11-13,5.356255799427851
0,2008-11-14,5.00081955628711
0,2008-11-15,3.7430088809404776
0,2008-11-16,0.2944924641041903
0,2008-11-17,1.7633370928166932
0,2008-11-18,3.1889991807719236
0,2008-11-19,4.168639751978841
0,2008-11-20,2.351286521732127
0,2008-11-21,0.1958633399856791
0,2008-11-22,6.725507549280365
0,2008-11-23,1.5191488894154745
0,2008-12-01,0.9345955127265226
0,2008-12-02,1.8513551672460427
0,2008-12-03,3.928086791822661
0,2008-12-04,0.0169806348243574
0,2008-12-10,1.9690908728090024
0,2008-12-11,1.3720515253439398
0,2008-12-12,4.130206726530175
0,2008-12-14,1.7154658432763736
0,2009-03-30,12.614516597343103
0,2009-03-31,6.104971054724306
0,2009-04-01,5.397456400972437
0,2009-04-02,6.706538880724981
0,2009-04-03,76.00585750027281
0,2009-04-04,32.57060008607056
0,2009-04-05,25.24679351027029
0,2009-04-06,61.650170598269796
0,2009-04-09,0.6450403127038081
0,2009-04-10,34.87714684351596
0,2009-04-11,37.347655232480946
0,2009-04-12,35.37519904045937
0,2009-04-13,57.999248545882764
0,2009-04-14,62.961110741147756
0,2009-04-15,45.16571699382058
0,2009-04-16,7.70740400415881
0,2009-04-17,5.138369450407363
0,2009-04-18,1.5814515704917187
0,2009-04-19,92.26173022408857
0,2009-04-20,7.400830305012634
0,2009-04-21,3.114281258434082
0,2009-04-22,8.246880521388631
0,2009-04-23,3.164131402117462
0,2009-04-24,11.643618538428063
0,2009-04-25,66.74369918379007
0,2009-04-26,51.72550342570841
0,2009-04-27,11.295450421580561
0,2009-04-28,2.2709942767963573
0,2009-04-29,66.19414948890403
0,2009-04-30,15.290117481739484
0,2009-05-01,12.521002350905821
0,2009-05-02,17.943946783825893
0,2009-05-03,60.21748075042856
0,2009-05-04,7.310035890787704
0,2009-05-05,7.315653595808741
0,2009-05-06,1.5233936077692285
0,2009-05-07,7.129936534906762
0,2009-05-08,2.391779119125349
0,2009-05-09,4.180822244525944
0,2009-05-10,4.358645555823906
0,2009-05-11,4.413796313079355
0,2009-05-12,9.195404252569242
0,2009-05-13,11.734784818461732
0,2009-05-14,3.7871884054566345
0,2009-05-15,4.980720685229093
0,2009-05-16,0.9053485233826174
0,2009-05-17,9.31789075442246
0,2009-05-18,6.496994004136063
0,2009-05-19,3.1561243596593007
0,2009-05-20,2.908129881191493
0,2009-05-21,15.108265358489398
0,2009-05-22,474.18345251965627
0,2009-05-23,481.0166718457392
0,2009-05-24,3.8188181094787925
0,2009-05-25,6.571544438201286
0,2009-05-26,6.619865693775493
0,2009-05-27,19.32589267417143
0,2009-05-28,24.89749769242861
0,2009-05-30,28.70581514216835
0,2009-05-31,4.439072395110343
0,2009-06-01,0.969794493054826
0,2009-06-02,9.715309813753926
0,2009-06-03,6.773921785291687
0,2009-06-04,28.364659169935862
0,2009-06-05,24.108435813075882
0,2009-06-06,4.635707095881641
0,2009-06-07,5.031212541005967
0,2009-06-08,4.361011958622302
0,2009-06-09,21.883158512219367
0,2009-06-10,6.051342481014743
0,2009-06-11,33.38894628192882
0,2009-06-12,3.4184591029133284
0,2009-06-13,48.97450416505914
0,2009-06-14,19.909605668340763
0,2009-06-15,4.9847259030829605
0,2009-06-16,19.894375174810854
0,2009-06-17,6.372228651597055
0,2009-06-18,4.142790310625297
0,2009-06-19,8.476214934292676
0,2009-06-20,8.705849548932836
0,2009-06-21,8.770909903713704
0,2009-06-22,4.595397677187842
0,2009-06-23,15.170611566615491
0,2009-06-24,5.205646292887507
0,2009-06-25,481.5946308687881
0,2009-06-26,5.504205714585753
0,2009-06-27,11.699120983257721
0,2009-06-28,121.49265952869729
0,2009-06-29,481.0157395869669
0,2009-06-30,5.958789889584969
0,2009-07-01,2.2925888086270456
0,2009-07-02,32.11040597465992
0,2009-07-03,10.453609792075815
0,2009-07-04,3.0078802994900746
0,2009-07-05,22.628430927716092
1,2008-10-23,7.768011620836004
1,2008-10-24,11.574037072431514
1,2008-10-25,35.76917033242387
1,2008-10-26,30.29134937270609
1,2008-10-27,12.03833184275489
1,2008-10-28,8.578511978227057
1,2008-10-29,5.55792449389984
1,2008-10-30,10.469433626695519
1,2008-10-31,7.963246142128031
1,2008-11-01,38.17227849342164
1,2008-11-02,7.539252047469023
1,2008-11-03,4.914018714279614
1,2008-11-04,12.687429415134675
1,2008-11-05,11.129481936494772
1,2008-11-06,7.87597482038362
1,2008-11-07,9.789362462125027
1,2008-11-08,19.835587903391563
1,2008-11-09,9.141185389935547
1,2008-11-10,2.2935716502313883
1,2008-11-11,4.346148337195051
1,2008-11-12,9.965664019114751
1,2008-11-13,7.487912604246517
1,2008-11-14,5.5835244414603125
1,2008-11-15,23.09941309614246
1,2008-11-16,16.783932688587242
1,2008-11-17,18.87378962053417
1,2008-11-18,8.254082903934636
1,2008-11-19,8.369655569913169
1,2008-11-20,5.013498859795651
1,2008-11-21,4.055139981402673
1,2008-12-01,2.704936157621307
1,2008-12-02,4.188800023464599
1,2008-12-03,4.382174438319665
1,2008-12-04,8.586050372694187
1,2008-12-05,7.041436609937341
1,2008-12-06,23.896276035052963
1,2008-12-07,15.109626710942461
1,2008-12-08,4.72990125023752
1,2008-12-09,54.83859054629139
1,2008-12-10,8.85765990063471
1,2008-12-11,8.131790704965939
1,2008-12-12,12.438595650694356
1,2008-12-13,13.992825185193068
1,2008-12-14,5.06748258945147
1,2008-12-15,2.1826192501372814
2,2008-10-23,5.654350820576002
2,2008-10-24,29.180031762442503
2,2008-10-25,24.82935456779923
2,2008-10-26,35.35377550573528
