user_id,latitude,longitude,altitude,date,time,timestamp,hour,day,weekday,month,is_weekend,previous_latitude,previous_longitude,previous_timestamp,distance_km,time_difference_seconds,speed_kmh,location,time_spent_minutes,cluster,anomaly,anomaly_score
0,39.984702,116.318417,492.0,2008-10-23,02:53:04,2008-10-23 02:53:04,2,23,Thursday,10,False,,,,0.0,0.0,0.0,39.9847_116.3184,0.0,9,1,0.30866750866187365
0,39.984683,116.31845,492.0,2008-10-23,02:53:10,2008-10-23 02:53:10,2,23,Thursday,10,False,39.984702,116.318417,2008-10-23 02:53:04,0.002811820279574,6.0,1.687092167744407,39.9847_116.3184,0.1,9,1,0.3088474399712702
0,39.984686,116.318417,492.0,2008-10-23,02:53:15,2008-10-23 02:53:15,2,23,Thursday,10,False,39.984683,116.31845,2008-10-23 02:53:10,0.0028115848499545,5.0,2.024341091967295,39.9847_116.3184,0.0833333333333333,9,1,0.31048229456668314
0,39.984688,116.318385,492.0,2008-10-23,02:53:20,2008-10-23 02:53:20,2,23,Thursday,10,False,39.984686,116.318417,2008-10-23 02:53:15,0.0027263821256982,5.0,1.962995130502765,39.9847_116.3184,0.0833333333333333,9,1,0.3088474399712702
0,39.984655,116.318263,492.0,2008-10-23,02:53:25,2008-10-23 02:53:25,2,23,Thursday,10,False,39.984688,116.318385,2008-10-23 02:53:20,0.0103945209801466,5.0,7.484055105705623,39.9847_116.3183,0.0833333333333333,9,1,0.30700130558444255
0,39.984611,116.318026,493.0,2008-10-23,02:53:30,2008-10-23 02:53:30,2,23,Thursday,10,False,39.984655,116.318263,2008-10-23 02:53:25,0.0201924436780955,5.0,14.538559448228815,39.9846_116.318,0.0833333333333333,9,1,0.28774314291466013
0,39.984608,116.317761,493.0,2008-10-23,02:53:35,2008-10-23 02:53:35,2,23,Thursday,10,False,39.984611,116.318026,2008-10-23 02:53:30,0.0225778554671762,5.0,16.25605593636691,39.9846_116.3178,0.0833333333333333,9,1,0.2822642273477275
0,39.984563,116.317517,496.0,2008-10-23,02:53:40,2008-10-23 02:53:40,2,23,Thursday,10,False,39.984608,116.317761,2008-10-23 02:53:35,0.0207888569719664,5.0,14.967977019815818,39.9846_116.3175,0.0833333333333333,9,1,0.28774314291466013
0,39.984539,116.317294,500.0,2008-10-23,02:53:45,2008-10-23 02:53:45,2,23,Thursday,10,False,39.984563,116.317517,2008-10-23 02:53:40,0.0189995511024332,5.0,13.67967679375194,39.9845_116.3173,0.0833333333333333,9,1,0.2892922276914235
0,39.984606,116.317065,505.0,2008-10-23,02:53:50,2008-10-23 02:53:50,2,23,Thursday,10,False,39.984539,116.317294,2008-10-23 02:53:45,0.019511118298316,5.0,14.048005174787583,39.9846_116.3171,0.0833333333333333,9,1,0.28877656466774687
0,39.984568,116.316911,510.0,2008-10-23,02:53:55,2008-10-23 02:53:55,2,23,Thursday,10,False,39.984606,116.317065,2008-10-23 02:53:50,0.013120927144795,5.0,9.447067544252446,39.9846_116.3169,0.0833333333333333,9,1,0.30232491667986844
0,39.984586,116.316716,515.0,2008-10-23,02:54:00,2008-10-23 02:54:00,2,23,Thursday,10,False,39.984568,116.316911,2008-10-23 02:53:55,0.0166139377225684,5.0,11.962035160249291,39.9846_116.3167,0.0833333333333333,9,1,0.29013311313269485
0,39.984561,116.316527,520.0,2008-10-23,02:54:05,2008-10-23 02:54:05,2,23,Thursday,10,False,39.984586,116.316716,2008-10-23 02:54:00,0.0161027779611993,5.0,11.594000132063538,39.9846_116.3165,0.0833333333333333,9,1,0.292330265250933
0,39.984536,116.316354,525.0,2008-10-23,02:54:10,2008-10-23 02:54:10,2,23,Thursday,10,False,39.984561,116.316527,2008-10-23 02:54:05,0.014739598166854,5.0,10.612510680134935,39.9845_116.3164,0.0833333333333333,9,1,0.2943815860435195
0,39.984523,116.316188,531.0,2008-10-23,02:54:15,2008-10-23 02:54:15,2,23,Thursday,10,False,39.984536,116.316354,2008-10-23 02:54:10,0.014143148056726,5.0,10.18306660084276,39.9845_116.3162,0.0833333333333333,9,1,0.3027479384208635
0,39.984516,116.315963,536.0,2008-10-23,02:54:20,2008-10-23 02:54:20,2,23,Thursday,10,False,39.984523,116.316188,2008-10-23 02:54:15,0.0191699067129478,5.0,13.80233283332243,39.9845_116.316,0.0833333333333333,9,1,0.2892922276914235
0,39.984523,116.315823,541.0,2008-10-23,02:54:25,2008-10-23 02:54:25,2,23,Thursday,10,False,39.984516,116.315963,2008-10-23 02:54:20,0.0119279466958809,5.0,8.588121621034288,39.9845_116.3158,0.0833333333333333,9,1,0.30586415426498603
0,39.984574,116.315611,546.0,2008-10-23,02:54:30,2008-10-23 02:54:30,2,23,Thursday,10,False,39.984523,116.315823,2008-10-23 02:54:25,0.0180625710802362,5.0,13.00505117777011,39.9846_116.3156,0.0833333333333333,9,1,0.29125373793820863
0,39.984568,116.315407,551.0,2008-10-23,02:54:35,2008-10-23 02:54:35,2,23,Thursday,10,False,39.984574,116.315611,2008-10-23 02:54:30,0.0173807018551776,5.0,12.51410533572792,39.9846_116.3154,0.0833333333333333,9,1,0.2910537125808923
0,39.984538,116.315148,556.0,2008-10-23,02:54:40,2008-10-23 02:54:40,2,23,Thursday,10,False,39.984568,116.315407,2008-10-23 02:54:35,0.0220667530617693,5.0,15.888062204473927,39.9845_116.3151,0.0833333333333333,9,1,0.28763582089524625
0,39.984501,116.314907,560.0,2008-10-23,02:54:45,2008-10-23 02:54:45,2,23,Thursday,10,False,39.984538,116.315148,2008-10-23 02:54:40,0.0205332204796887,5.0,14.783918745375903,39.9845_116.3149,0.0833333333333333,9,1,0.28763582089524625
0,39.984532,116.314808,564.0,2008-10-23,02:54:50,2008-10-23 02:54:50,2,23,Thursday,10,False,39.984501,116.314907,2008-10-23 02:54:45,0.0084349717622273,5.0,6.073179668803656,39.9845_116.3148,0.0833333333333333,9,1,0.3061240263281015
0,39.984504,116.314625,569.0,2008-10-23,02:54:55,2008-10-23 02:54:55,2,23,Thursday,10,False,39.984532,116.314808,2008-10-23 02:54:50,0.0155916152468089,5.0,11.225962977702428,39.9845_116.3146,0.0833333333333333,9,1,0.2922242307314587
0,39.984485,116.314426,574.0,2008-10-23,02:55:00,2008-10-23 02:55:00,2,23,Thursday,10,False,39.984504,116.314625,2008-10-23 02:54:55,0.0169547595372253,5.0,12.207426866802257,39.9845_116.3144,0.0833333333333333,9,1,0.29002646192305787
0,39.984427,116.31424,579.0,2008-10-23,02:55:05,2008-10-23 02:55:05,2,23,Thursday,10,False,39.984485,116.314426,2008-10-23 02:55:00,0.0158475333879993,5.0,11.410224039359523,39.9844_116.3142,0.0833333333333333,9,1,0.2922242307314587
0,39.984485,116.314042,584.0,2008-10-23,02:55:10,2008-10-23 02:55:10,2,23,Thursday,10,False,39.984427,116.31424,2008-10-23 02:55:05,0.016869904879016,5.0,12.14633151289157,39.9845_116.314,0.0833333333333333,9,1,0.29002646192305787
0,39.98448,116.313818,589.0,2008-10-23,02:55:15,2008-10-23 02:55:15,2,23,Thursday,10,False,39.984485,116.314042,2008-10-23 02:55:10,0.0190847151381341,5.0,13.740994899456574,39.9845_116.3138,0.0833333333333333,9,1,0.2891853404645463
0,39.984501,116.313659,595.0,2008-10-23,02:55:20,2008-10-23 02:55:20,2,23,Thursday,10,False,39.98448,116.313818,2008-10-23 02:55:15,0.0135467977306797,5.0,9.753694366089396,39.9845_116.3137,0.0833333333333333,9,1,0.3010021196555437
0,39.984618,116.314323,113.0,2008-10-23,02:55:25,2008-10-23 02:55:25,2,23,Thursday,10,False,39.984501,116.313659,2008-10-23 02:55:20,0.0565729330511718,5.0,40.73251179684373,39.9846_116.3143,0.0833333333333333,9,1,0.2192314118036795
0,39.984649,116.314107,117.0,2008-10-23,02:55:30,2008-10-23 02:55:30,2,23,Thursday,10,False,39.984618,116.314323,2008-10-23 02:55:25,0.0184031734542181,5.0,13.25028488703708,39.9846_116.3141,0.0833333333333333,9,1,0.29125373793820863
0,39.984621,116.313941,121.0,2008-10-23,02:55:35,2008-10-23 02:55:35,2,23,Thursday,10,False,39.984649,116.314107,2008-10-23 02:55:30,0.0141432081053784,5.0,10.18310983587247,39.9846_116.3139,0.0833333333333333,9,1,0.3026448279031045
0,39.984655,116.313724,126.0,2008-10-23,02:55:40,2008-10-23 02:55:40,2,23,Thursday,10,False,39.984621,116.313941,2008-10-23 02:55:35,0.0184883910684531,5.0,13.311641569286277,39.9847_116.3137,0.0833333333333333,9,1,0.2891853404645463
0,39.984681,116.313521,129.0,2008-10-23,02:55:45,2008-10-23 02:55:45,2,23,Thursday,10,False,39.984655,116.313724,2008-10-23 02:55:40,0.0172955475028789,5.0,12.452794202072822,39.9847_116.3135,0.0833333333333333,9,1,0.2910537125808923
0,39.984708,116.313311,133.0,2008-10-23,02:55:50,2008-10-23 02:55:50,2,23,Thursday,10,False,39.984681,116.313521,2008-10-23 02:55:45,0.0178919393392587,5.0,12.882196324266278,39.9847_116.3133,0.0833333333333333,9,1,0.2910537125808923
0,39.984708,116.313099,137.0,2008-10-23,02:55:55,2008-10-23 02:55:55,2,23,Thursday,10,False,39.984708,116.313311,2008-10-23 02:55:50,0.0180622577323453,5.0,13.00482556728866,39.9847_116.3131,0.0833333333333333,9,1,0.29125373793820863
0,39.984696,116.312921,144.0,2008-10-23,02:56:00,2008-10-23 02:56:00,2,23,Thursday,10,False,39.984708,116.313099,2008-10-23 02:55:55,0.0151654997610001,5.0,10.919159827920126,39.9847_116.3129,0.0833333333333333,9,1,0.2922242307314587
0,39.984677,116.312746,153.0,2008-10-23,02:56:05,2008-10-23 02:56:05,2,23,Thursday,10,False,39.984696,116.312921,2008-10-23 02:56:00,0.014909932849754,5.0,10.735151651822916,39.9847_116.3127,0.0833333333333333,9,1,0.29427612728270247
0,39.984682,116.312525,155.0,2008-10-23,02:56:10,2008-10-23 02:56:10,2,23,Thursday,10,False,39.984677,116.312746,2008-10-23 02:56:05,0.0188290620482118,5.0,13.55692467471254,39.9847_116.3125,0.0833333333333333,9,1,0.2891853404645463
0,39.984649,116.312332,158.0,2008-10-23,02:56:15,2008-10-23 02:56:15,2,23,Thursday,10,False,39.984682,116.312525,2008-10-23 02:56:10,0.0164436054285682,5.0,11.839395908569172,39.9846_116.3123,0.0833333333333333,9,1,0.29002646192305787
0,39.984641,116.312123,164.0,2008-10-23,02:56:20,2008-10-23 02:56:20,2,23,Thursday,10,False,39.984649,116.312332,2008-10-23 02:56:15,0.0178066829336873,5.0,12.820811712254894,39.9846_116.3121,0.0833333333333333,9,1,0.2910537125808923
0,39.984647,116.311917,170.0,2008-10-23,02:56:25,2008-10-23 02:56:25,2,23,Thursday,10,False,39.984641,116.312123,2008-10-23 02:56:20,0.0175510820629922,5.0,12.636779085354451,39.9846_116.3119,0.0833333333333333,9,1,0.2910537125808923
0,39.984654,116.31172,178.0,2008-10-23,02:56:30,2008-10-23 02:56:30,2,23,Thursday,10,False,39.984647,116.311917,2008-10-23 02:56:25,0.0167842874220677,5.0,12.084686943888777,39.9847_116.3117,0.0833333333333333,9,1,0.29002646192305787
0,39.984631,116.311569,180.0,2008-10-23,02:56:35,2008-10-23 02:56:35,2,23,Thursday,10,False,39.984654,116.31172,2008-10-23 02:56:30,0.0128651884354018,5.0,9.262935673489316,39.9846_116.3116,0.0833333333333333,9,1,0.3055529908557636
0,39.984647,116.31138,184.0,2008-10-23,02:56:40,2008-10-23 02:56:40,2,23,Thursday,10,False,39.984631,116.311569,2008-10-23 02:56:35,0.0161027193691513,5.0,11.593957945788947,39.9846_116.3114,0.0833333333333333,9,1,0.2922242307314587
