user_id,total_distance_km,average_speed_kmh,maximum_speed_kmh,number_of_locations,average_time_spent_minutes
0,3698.4875456409395,6.781411502541467,200.0,52014,2.1136031709514773
1,541.369686862939,7.610632827871626,200.0,30151,0.6997543129509761
2,3068.4726098508722,9.19440227911173,200.0,65933,0.869111436095567
3,8912.712755801625,8.77407828725974,200.0,131038,0.7554960987251301
4,6285.4333176723185,7.320590272472523,200.0,110382,0.9127447767432793
5,1979.8701726311199,4.078815390912227,200.0,21062,1.9288567821530975
6,706.2988608101452,11.699175756436045,200.0,17227,2.2193821342548956
7,959.687079036301,5.877712024023922,200.0,30808,0.8567273853924308
8,420.98484061319164,12.15164344518033,200.0,31309,0.9038135883284132
9,307.57923748211067,5.121334205454813,200.0,10613,0.8686603794396647
10,40194.363229468385,42.718178539435606,200.0,657383,0.9161291995189095
11,521.4570451980262,6.177141037268418,200.0,33851,1.2534905234408555
12,4402.963605024514,34.01909769622265,200.0,96999,0.7781087120079043
13,2559.294651603534,12.7411610231365,200.0,54112,0.7837673703526901
14,4224.083533671454,28.47295168302157,200.0,116042,0.663362544176893
15,759.8811109260049,9.607539431054482,200.0,31386,2.2166674265219903
16,668.9789550806332,12.056846480980521,200.0,35440,0.8369240448666249
17,14560.57891150436,27.034487245237813,200.0,291304,0.34676350506134257
18,1161.1951821723403,27.6259173015991,200.0,40143,1.262242574222523
19,673.4472866096779,17.034304556597096,200.0,37056,1.1154573714731795
20,561.6234365036262,7.954325625758376,200.0,20496,1.0018001463304818
21,940.5466722859146,15.122090010404346,200.0,2299,2.898546470999301
22,4412.371842873956,5.758578508652177,200.0,72261,0.6072967685325222
23,3618.3451913291497,17.639223389682062,200.0,43327,0.6736312145132254
24,5103.811481415234,13.547452764497137,200.0,92268,0.882150014042705
25,27007.413851828846,11.63925255141102,200.0,207018,0.47638828693671165
26,1156.0551145706281,20.47311034389306,200.0,84746,0.9198880136917075
27,54.17398164924382,7.049341372486163,175.12671487680637,4966,1.0107686355429455
28,2167.6148233730232,15.180513974786095,200.0,47563,1.032656991956585
29,767.4321033287125,23.089578419444354,200.0,23968,1.1534460824070099
30,4633.924453727154,13.285240159442843,200.0,135252,0.46047353023307164
31,200.01367089311242,34.0309189622975,200.0,15433,0.9909579332418837
32,200.23067743482875,3.962257403006571,200.0,6199,2.7639394740819103
33,392.2455207003514,12.519954608626055,200.0,28179,0.6576364078086145
34,2208.290597414116,18.959152562482394,200.0,98913,1.4245924508150982
35,1030.3624505623711,2.3005518580280913,200.0,18346,0.3544590685441917
36,1857.520216684811,15.911079266753479,200.0,95815,0.9089159685098536
37,3965.247554975165,12.96702232840475,200.0,96661,1.4385481347522178
38,2479.7651338495084,6.305108192723525,200.0,59320,0.9618643108844434
39,4858.120103877952,7.839118227975,200.0,73876,0.8262457187463816
40,374.26508188618965,3.921616206077032,200.0,12914,2.474126542052738
41,13247.971039028615,30.25800860503676,200.0,447430,0.20325371807995016
42,5253.547763831783,8.803394653458252,200.0,76151,1.2930862918864439
43,765.7859732549757,14.712491514499959,200.0,32534,2.052931896736834
44,729.882717854286,5.324772874241769,200.0,21070,3.01673064744207
45,199.5999510527016,7.453845556238518,118.41085662922772,3924,15.549685469732905
46,493.09525912806504,12.833384713043463,200.0,10475,15.93246325663825
47,159.57995047169607,4.523167825418157,176.68488065621574,721,14.58103375527426
48,323.46040330615904,24.986780392449322,145.27000615883833,6245,0.34602614955193184
49,150.7748680394884,40.774123139311534,125.73578666921098,2410,0.09987885743432796
50,2078.0249422340416,11.24422524274407,200.0,70734,0.353695215703504
51,1132.2265277829258,15.1172332248311,200.0,13704,12.867824332530216
52,10901.57955152903,9.655133359781392,200.0,89072,1.1117189615193879
53,585.6901720343595,10.341837161024527,200.0,325,34.96646825396825
54,46.71572521059772,6.954885209938061,200.0,2042,2.658253138075314
55,742.7586702959281,11.589667379818971,200.0,9638,58.023754829831155
56,115.41846993157496,15.775880445916568,130.37317361114452,2823,78.68585164835166
57,243.93928696198228,8.839486508799821,200.0,2493,5.138767597232165
58,271.39597908342904,5.579943918319101,200.0,6573,94.21358545746878
59,75.1621210490953,5.251708136794714,200.0,5493,10.922752628972589
60,0.7324059667688602,6.427629034458914,57.09185091539395,17,160.77254901960785
61,720.5099673340051,13.743854113814967,200.0,2520,4.911089285714286
62,430368.07290268375,14.749589770246413,200.0,145077,1.629396178850466
63,464.9761388082378,7.2146282407755,200.0,5490,8.525545769949293
64,368.46452833066104,9.02087028088107,200.0,19032,0.40159620337906077
65,1582.1544607116218,3.1310799548647203,200.0,38169,3.0357205672104666
66,2044.0573010612313,18.7738958760054,200.0,34867,3.6141456192396157
67,6346.200572602757,20.904406523366404,200.0,190229,1.160195712914939
68,5142.849161695629,7.0765106588478055,200.0,169577,0.5588671814468722
69,670.4277031899525,7.227600666020466,200.0,5505,5.067416605942838
70,491.7308962414411,22.004607973032627,200.0,17671,0.38771912435218486
71,2092.633708199176,33.308883739010305,200.0,67840,1.657206701655228
72,8.456095481553737,2.5668077825655904,23.15680036946176,81,15.587448559670781
73,651.3167065983648,6.429511239600516,200.0,8831,3.5226830493412153
74,1558.9727848936036,23.623404905238942,200.0,92724,1.799181170720972
75,704.4664614111163,11.6138867320625,200.0,9409,2.251605547406321
76,295.8294874381198,15.049629243555799,114.01015677943735,894,11.331564342698577
77,49.36685670275011,11.48693832309015,200.0,2820,0.6552958015267175
78,862.7451467974159,18.098055689952346,200.0,24827,2.314545912149632
79,277.55857655251157,12.951194676286637,122.084462639789,6384,2.9392333007204487
80,74.73686963003428,9.84630553307325,200.0,705,18.595053914674168
81,272.5855539625888,8.718157422099214,200.0,18785,2.6708122420078944
82,22079.415575383013,16.019804523257374,200.0,44664,6.032036585200941
83,1850.0179053462195,9.457407669525313,200.0,12414,10.769053121077258
