cluster,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
0,0.0,0.07317073170731707,0.0,0.0,0.0,0.016260162601626018,0.0,0.0,0.008130081300813009,0.9024390243902439
1,0.0018587360594795538,0.0,0.0016263940520446097,0.0,0.0,0.00023234200743494423,0.028113382899628253,0.0006970260223048327,0.06714684014869889,0.9003252788104089
2,0.0,0.04838709677419355,0.0,0.0,0.0967741935483871,0.0,0.03225806451612903,0.016129032258064516,0.47580645161290325,0.33064516129032256
3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
4,0.0,0.0,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.4722222222222222
5,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.6428571428571429
6,0.0045871559633027525,0.44036697247706424,0.0045871559633027525,0.0,0.0,0.0045871559633027525,0.0,0.009174311926605505,0.38990825688073394,0.14678899082568808
7,0.0,0.0625,0.1875,0.0,0.0,0.0,0.125,0.0,0.25,0.375
8,0.002242152466367713,0.6434977578475336,0.1412556053811659,0.002242152466367713,0.004484304932735426,0.0,0.16143497757847533,0.006726457399103139,0.0,0.03811659192825112
9,0.027872031022782354,0.9466795928259816,0.009452253999030538,0.0007270964614638875,0.005089675230247213,0.0021812893843916625,0.004362578768783325,0.0012118274357731458,0.0024236548715462916,0.0
